bus_no,bus_name,bus_type,departing_time,duration,reaching_time,star_rating,price,seat_availability
62,Jaiswal Tour and Travels,A/C Seater/Sleeper (2+1),22:15,05h 45m,04:00,1.6,800,15
62,Jaiswal Tour and Travels,A/C Sleeper (2+1),22:50,05h 45m,04:35,1,800,9
63,UPSRTC - BDV0108,Ordinary Non AC Seater 2+3,20:28,03h 21m,23:49,3.3,204,52
63,UPSRTC - BDV0100,Ordinary Non AC Seater 2+3,20:30,03h 20m,23:50,3.3,204,52
63,UPSRTC - MNP0146,Ordinary Non AC Seater 2+3,20:31,03h 08m,23:39,3.3,255,52
63,UPSRTC - SKD0223,Ordinary Non AC Seater 2+3,21:55,03h 25m,01:20,3.3,255,52
63,UPSRTC - KSN0189,Janrath AC Seater 2+3,22:45,03h 16m,02:01,3.3,291,47
63,UPSRTC - MNP0120,Ordinary Non AC Seater 2+3,23:40,02h 52m,02:32,3.3,255,52
64,UPSRTC - HDD0173,Ordinary Non AC Seater 2+3,20:16,04h 09m,00:25,3.3,226,52
64,UPSRTC - BDV0111,Ordinary Non AC Seater 2+3,20:29,03h 20m,23:49,3.3,204,52
64,UPSRTC - MNP0026,Ordinary Non AC Seater 2+3,21:31,02h 47m,00:18,3.3,255,52
64,UPSRTC - KSN0301,Ordinary Non AC Seater 2+3,22:15,03h 37m,01:52,3.3,255,52
64,UPSRTC - SKB0213,Ordinary Non AC Seater 2+3,22:29,04h 31m,03:00,3.3,253,52
64,UPSRTC - SKB0216,Ordinary Non AC Seater 2+3,22:44,03h 46m,02:30,3.3,253,52
64,UPSRTC - MNP0117,Ordinary Non AC Seater 2+3,23:30,03h 06m,02:36,3.3,255,52
65,UPSRTC - PYD0034,Volvo AC Seater 2+2,20:30,04h 30m,01:00,3.3,658,39
65,UPSRTC - RBL0018,Ordinary Non AC Seater 2+3,20:40,05h 00m,01:40,3.3,310,52
65,UPSRTC - AWD0035,Janrath AC Seater 2+3,21:00,05h 00m,02:00,1,396,48
65,UPSRTC - RBL0022,Ordinary Non AC Seater 2+3,21:20,05h 00m,02:20,3.3,310,52
65,UPSRTC - RBL0026,Ordinary Non AC Seater 2+3,22:00,05h 00m,03:00,3.3,310,52
65,UPSRTC - ALM0182,Volvo AC Seater 2+2,22:30,04h 30m,03:00,3.3,658,39
65,UPSRTC - RBL0030,Ordinary Non AC Seater 2+3,22:40,05h 00m,03:40,3.2,310,52
65,UPSRTC - AWD0201,Janrath AC Seater 2+3,23:00,05h 15m,04:15,3,396,42
65,UPSRTC - RBL0034,Ordinary Non AC Seater 2+3,23:20,05h 00m,04:20,2.9,310,52
65,ARORA TRAVELS,Volvo AC Seater (2+2),22:00,04h 45m,02:45,3,703,25
65,Mahalaxmi Travels,Bharat Benz A/C Seater /Sleeper (2+1),23:15,04h 30m,03:45,3,399,19
65,Goyal Travels,A/C Seater / Sleeper (2+1),23:49,04h 06m,03:55,2,600,12
66,UPSRTC - NDD0246,Ordinary Non AC Seater 2+3,20:18,08h 12m,04:30,3.3,825,52
66,UPSRTC - AWD0190,Janrath AC Seater 2+2,20:31,07h 59m,04:30,1.9,1183,36
66,UPSRTC - SBD0093,Janrath AC Seater 2+2,21:00,10h 00m,07:00,3.3,1134,34
66,UPSRTC - SBD0118,Pink Express AC Seater 2+2,21:01,09h 59m,07:00,3.3,1134,40
66,UPSRTC - CBG0128,Janrath AC Seater 2+2,21:31,08h 52m,06:23,2.1,1154,35
66,UPSRTC - AWD0189,Janrath AC Seater 2+2,22:01,07h 29m,05:30,3.5,1154,35
66,UPSRTC - SBD0114,Pink Express AC Seater 2+2,22:01,09h 59m,08:00,3.3,1134,40
66,UPSRTC - AWD0188,Janrath AC Seater 2+2,22:31,07h 59m,06:30,4,1183,36
66,UPSRTC - KSB0067,Janrath AC Seater 2+2,23:00,08h 45m,07:45,3.3,1183,36
66,UPSRTC - SBD0042,Janrath AC Seater 2+2,23:45,08h 15m,08:00,1.7,1183,36
66,IntrCity SmartBus,VE A/C Seater / Sleeper (2+1),21:00,08h 15m,05:15,4.8,879,6
66,IntrCity SmartBus,VE A/C Seater / Sleeper (2+1),22:00,08h 15m,06:15,4.7,939,10
66,Raj Kalpana Travels Pvt.ltd.,A/C Seater/Sleeper (2+1),22:30,07h 30m,06:00,4.6,879,10
66,AdFouji travels,VE A/C Seater / Sleeper (2+1),22:30,07h 50m,06:20,4.5,1199,8
66,IntrCity SmartBus,Bharat Benz A/C Seater /Sleeper (2+1),23:35,07h 45m,07:20,4.8,1069,11
66,IntrCity SmartBus,Bharat Benz A/C Seater /Sleeper (2+1),23:55,07h 45m,07:40,4.7,989,10
66,IntrCity SmartBus,Bharat Benz A/C Seater /Sleeper (2+1),22:50,08h 15m,07:05,4.8,929,11
66,AdYolo Bus,Bharat Benz A/C Sleeper (2+1),22:45,08h 20m,07:05,5,1199,6
66,Gola Bus Service,VE A/C Seater / Sleeper (2+1),22:20,08h 40m,07:00,4.6,859,9
66,Ashok Bus Service,VE A/C Sleeper (2+1),23:10,07h 50m,07:00,4.5,809,22
66,IntrCity SmartBus,Bharat Benz A/C Seater /Sleeper (2+1),22:40,07h 45m,06:25,4.7,909,6
66,Ashok Bus Service,VE A/C Sleeper (2+1),22:30,07h 45m,06:15,4.4,809,24
66,IntrCity SmartBus,Bharat Benz A/C Seater /Sleeper (2+1),21:50,07h 45m,05:35,4.7,1559,1
66,IntrCity SmartBus,Bharat Benz A/C Seater /Sleeper (2+1),23:45,07h 50m,07:35,4.6,789,7
66,Laxmi holidays,Bharat Benz A/C Seater /Sleeper (2+1),22:00,08h 15m,06:15,4.6,786,9
66,IntrCity SmartBus,Bharat Benz A/C Seater /Sleeper (2+1),22:30,08h 15m,06:45,4.6,749,10
66,Laxmi holidays,Bharat Benz A/C Sleeper (2+1),21:40,09h 05m,06:45,4.5,950,9
66,Raj Kalpana Travels Pvt.ltd.,A/C Seater/Sleeper (2+1),22:00,07h 50m,05:50,4.5,809,8
66,IntrCity SmartBus,Bharat Benz A/C Seater /Sleeper (2+1),23:30,08h 15m,07:45,4.6,1029,13
66,IntrCity SmartBus,A/C Seater / Sleeper (2+1),21:40,07h 45m,05:25,4.6,1029,6
66,IntrCity SmartBus,Bharat Benz A/C Seater /Sleeper (2+1),20:40,08h 15m,04:55,4.6,829,5
66,IntrCity SmartBus,Bharat Benz A/C Seater /Sleeper (2+1),21:20,08h 15m,05:35,4.5,859,5
66,BT Travels,A/C Seater / Sleeper (2+1),21:50,08h 30m,06:20,4.5,1025,5
66,IntrCity SmartBus,Bharat Benz A/C Seater /Sleeper (2+1),21:30,08h 15m,05:45,4.5,939,9
66,Fouji travels,A/C Seater / Sleeper (2+1),22:10,07h 50m,06:00,4.4,1099,9
66,IntrCity SmartBus,A/C Seater / Sleeper (2+1),23:00,08h 15m,07:15,4.5,799,8
66,IntrCity SmartBus,Bharat Benz A/C Seater /Sleeper (2+1),20:50,08h 35m,05:25,4.6,779,5
66,Gola Bus Service,VE A/C Sleeper (2+1),23:05,07h 15m,06:20,4.5,1599,2
66,IntrCity SmartBus,Bharat Benz A/C Seater /Sleeper (2+1),22:20,08h 00m,06:20,4.6,1199,4
66,Fouji travels,A/C Seater / Sleeper (2+1),23:00,08h 00m,07:00,4.1,1199,2
66,Zingbus Plus,Bharat Benz A/C Seater /Sleeper (2+1),22:00,09h 25m,07:25,4.4,763,6
66,IntrCity SmartBus,A/C Semi Sleeper / Sleeper (2+1),23:15,07h 55m,07:10,4.4,969,7
66,VGO BUS,A/C Seater/Sleeper (2+1),22:35,08h 25m,07:00,4.3,999,2
66,Gola Bus Service,VE A/C Seater / Sleeper (2+1),00:10,06h 40m,06:50,4.3,1599,1
66,Hare Rama Travels,A/C Seater/Sleeper (2+1),22:50,08h 00m,06:50,4.2,721,23
66,SAFAR EXPRESS PVT LTD,A/C Seater / Sleeper (2+1),21:05,08h 15m,05:20,3.7,799,14
66,SAFAR EXPRESS PVT LTD,AC Sleeper (2+1),22:30,07h 45m,06:15,3.5,1099,20
66,IntrCity SmartBus,A/C Seater / Sleeper (2+1),00:20,07h 40m,08:00,4.4,949,1
66,Laxmi holidays,Bharat Benz A/C Seater /Sleeper (2+1),22:55,07h 25m,06:20,4.5,1306,1
66,IntrCity SmartBus,A/C Sleeper (2+1),21:10,08h 05m,05:15,4.7,1069,4
66,Krishna Travels,A/C Seater/Sleeper (2+1),23:10,07h 05m,06:15,2,1599,1
66,Shri Rishabh Travels,AC Sleeper (2+1),23:23,07h 03m,06:26,2.6,1429,1
66,IntrCity SmartBus,A/C Seater / Sleeper (2+1),20:30,08h 15m,04:45,4.8,1149,7
66,Khajuraho Travels,A/C Sleeper (2+1),23:46,08h 20m,08:06,3.8,1546,3
66,FlixBus,Bharat Benz A/C Seater (2+2),23:50,08h 40m,08:30,4,1503.57,5
66,Arhaan Travels,A/C Seater / Sleeper (2+1),21:20,08h 15m,05:35,2.8,854,19
66,SHRI KRISHNA TRAVELS (JAI SHREE GANESH YATRA CO.),A/C Sleeper (2+2),20:30,07h 00m,03:30,2,999,4
66,FlixBus,A/C Sleeper (2+1),22:15,08h 50m,07:05,5,2246.43,4
66,New India Travels,A/C Seater / Sleeper (2+2),22:30,06h 30m,05:00,1.4,1669,2
66,KISSAN TRAVELS PILANI,Bharat Benz A/C Seater /Sleeper (2+1),21:35,06h 45m,04:20,5,1519,35
66,FlixBus,Bharat Benz A/C Sleeper (2+1),23:20,08h 15m,07:35,4,1656.25,10
66,International Tourist Centre,VE A/C Seater / Sleeper (2+1),22:30,09h 00m,07:30,2.9,1299,37
67,UPSRTC - HDD0173,Ordinary Non AC Seater 2+3,20:16,06h 24m,02:40,3.3,482,52
67,UPSRTC - SBD0107,Janrath AC Seater 2+2,20:31,08h 29m,05:00,3.3,710,35
67,UPSRTC - FKP0021,Ordinary Non AC Seater 2+3,21:30,09h 00m,06:30,3.3,512,52
67,UPSRTC - KSB0072,Janrath AC Seater 2+3,22:02,08h 00m,06:02,3.2,612,43
67,KVS Holidays,Non A/C Seater / Sleeper (2+1),21:30,09h 00m,06:30,1.1,629,31
67,Yuvraj Travels,NON AC Seater / Sleeper 2+1,22:00,08h 00m,06:00,3.5,550,40
67,Shree Krishna Shtabadi Travels,NON AC Seater / Sleeper 2+1,21:00,09h 00m,06:00,1.4,600,44
67,Yuvraj Travels,NON AC Seater / Sleeper 2+1,20:00,10h 00m,06:00,5,550,40
67,Yuvraj Travels,NON AC Seater / Sleeper 2+1,21:30,08h 30m,06:00,3,550,40
67,Shree Krishna Shtabadi Travels,NON A/C Sleeper (2+1),21:00,09h 30m,06:30,1.4,1200,32
67,Abhay Travels (I.R.T.C),Non A/C Seater / Sleeper (2+1),20:30,09h 30m,06:00,1,1300,30
68,UPSRTC - FKP0029,Janrath AC Seater 2+2,21:00,08h 55m,05:55,3.1,710,28
68,KVS Holidays,Non A/C Seater / Sleeper (2+1),20:30,09h 00m,05:30,1,719,30
69,UPSRTC - SKD0192,Ordinary Non AC Seater 2+3,20:30,05h 05m,01:35,3.3,342,52
69,UPSRTC - KSB0004,Shatabdi AC Seater 2+2,23:00,06h 00m,05:00,3.4,505,10
70,UPSRTC - ALM0060,Volvo AC Seater 2+2,20:30,04h 30m,01:00,3.3,658,39
70,UPSRTC - ALM0185,Volvo AC Seater 2+2,21:00,04h 00m,01:00,3.3,658,39
70,UPSRTC - LDR0016,Janrath AC Seater 2+3,22:00,05h 00m,03:00,3.4,396,48
70,UPSRTC - LDR0098,Janrath AC Seater 2+3,22:01,04h 49m,02:50,3.3,396,48
70,UPSRTC - ALM0181,Volvo AC Seater 2+2,22:45,04h 30m,03:15,3.3,658,39
70,UPSRTC - LDR0018,Janrath AC Seater 2+3,23:00,04h 45m,03:45,2.2,396,48
70,UPSRTC - LDR0100,Janrath AC Seater 2+3,23:01,04h 59m,04:00,3.3,396,47
70,UPSRTC - ALM0338,Shatabdi AC Seater 2+2,23:30,04h 00m,03:30,3.3,458,37
70,Mahalaxmi Travels,Bharat Benz A/C Seater /Sleeper (2+1),19:30,04h 15m,23:45,3,599,4
70,ARORA TRAVELS,Volvo AC Seater (2+2),21:01,04h 40m,01:41,4.7,703,25
70,Mahalaxmi Travels,Bharat Benz A/C Seater /Sleeper (2+1),21:15,04h 15m,01:30,3.4,1099,5
71,UPSRTC - BRT0063,Ordinary Non AC Seater 2+3,20:30,07h 10m,03:40,3.3,448,52
71,UPSRTC - KSB0220,Shatabdi AC Seater 2+2,20:45,05h 55m,02:40,3.3,598,37
71,UPSRTC - RKD0153,Ordinary Non AC Seater 2+3,21:00,05h 30m,02:30,3.3,448,52
71,UPSRTC - RKD0723,Ordinary Non AC Seater 2+3,21:06,05h 34m,02:40,3.3,454,52
71,UPSRTC - SJP0210,Ordinary Non AC Seater 2+3,21:12,05h 34m,02:46,3.3,454,52
71,UPSRTC - RKD0125,Shatabdi AC Seater 2+2,21:22,05h 00m,02:22,2.9,598,37
71,UPSRTC - SBD0111,Pink Express AC Seater 2+2,21:31,05h 29m,03:00,3.3,598,41
71,UPSRTC - LKM0402,Shatabdi AC Seater 2+2,21:46,05h 44m,03:30,3.3,604,34
71,UPSRTC - STD0587,Janrath AC Seater 2+2,22:00,05h 45m,03:45,3.3,598,34
71,UPSRTC - BLY0141,Shatabdi AC Seater 2+2,22:00,05h 30m,03:30,3.2,598,37
71,UPSRTC - PLB0009,Shatabdi AC Seater 2+2,22:16,05h 34m,03:50,2.6,598,37
71,UPSRTC - SBD0092,Janrath AC Seater 2+2,22:30,05h 20m,03:50,3.2,598,36
71,UPSRTC - PNG0155,Rajdhani Non AC Seater 2+3,22:30,06h 30m,05:00,3.3,454,51
71,UPSRTC - SBD0116,Pink Express AC Seater 2+2,22:31,05h 19m,03:50,3.3,598,41
71,UPSRTC - BLY0119,Shatabdi AC Seater 2+2,22:31,05h 29m,04:00,3,598,37
71,UPSRTC - RKD0149,Janrath AC Seater 2+2,22:44,05h 00m,03:44,3.3,598,36
71,UPSRTC - BLY0138,Janrath AC Seater 2+2,23:02,05h 58m,05:00,4.4,598,33
71,UPSRTC - KSB0091,Shatabdi AC Seater 2+2,23:16,06h 00m,05:16,3.3,598,37
71,UPSRTC - BLY0153,Janrath AC Seater 2+2,23:30,04h 30m,04:00,2.7,598,36
71,UPSRTC - PLB0005,Shatabdi AC Seater 2+2,23:45,04h 50m,04:35,2.5,598,31
71,UPSRTC - RKD0120,Shatabdi AC Seater 2+2,23:58,05h 02m,05:00,3.9,598,35
71,New Khaira Transport,A/C Seater / Sleeper (2+1),20:40,06h 50m,03:30,4.2,540,1
71,New Khaira Transport,A/C Seater / Sleeper (2+2),21:30,07h 00m,04:30,3.2,495,28
71,RS YADAV SMART BUS,A/C Seater / Sleeper (2+1),21:40,06h 55m,04:35,4.2,699,30
71,FlixBus,Bharat Benz A/C Seater (2+2),23:35,05h 25m,05:00,3,247.32,15
71,SHRI RAM TRAVELS,A/C Seater (2+2),23:59,05h 16m,05:15,4,740,15
71,New Khaira TPT,AC Sleeper (2+1),20:30,06h 20m,02:50,4,900,13
71,New Khaira Transport,A/C Seater / Sleeper (2+2),21:00,06h 30m,03:30,1.6,450,20
71,SHRI RAM TRAVELS,A/C Seater (2+2),21:20,05h 55m,03:15,5,705,16
71,Jaiswal Tour and Travels,A/C Seater/Sleeper (2+1),20:30,06h 00m,02:30,1.3,700,52
71,New Khaira TPT,A/C Seater / Sleeper (2+2),21:00,06h 00m,03:00,2.4,750,5
71,Jaiswal Tour and Travels,A/C Sleeper (2+1),20:45,06h 00m,02:45,1.3,1650,30
71,Jaiswal Tour and Travels,A/C Sleeper (2+1),21:00,06h 00m,03:00,1,1200,29
72,UPSRTC - GRH0274,Ordinary Non AC Seater 2+3,20:31,06h 29m,03:00,3.3,449,52
72,UPSRTC - GRH0273,Ordinary Non AC Seater 2+3,21:00,06h 30m,03:30,3.3,449,52
72,UPSRTC - STD0354,Ordinary Non AC Seater 2+3,21:27,06h 15m,03:42,3.3,448,52
72,UPSRTC - LNI0017,Rajdhani Non AC Seater 2+3,21:31,05h 29m,03:00,3.3,418,51
72,UPSRTC - BLY0139,Janrath AC Seater 2+2,21:31,05h 59m,03:30,2.4,598,35
72,UPSRTC - GRH0272,Ordinary Non AC Seater 2+3,21:45,06h 30m,04:15,3.3,449,52
72,UPSRTC - RKD0121,Shatabdi AC Seater 2+2,22:01,05h 00m,03:01,2.5,598,31
72,UPSRTC - STD0163,Ordinary Non AC Seater 2+3,22:09,07h 07m,05:16,3.3,418,52
72,UPSRTC - HDD0005,Janrath AC Seater 2+2,22:45,06h 45m,05:30,3.3,602,36
72,UPSRTC - RKD0825,Shatabdi AC Seater 2+2,22:59,05h 03m,04:02,3.3,598,36
72,UPSRTC - STD0296,Ordinary Non AC Seater 2+3,23:13,07h 18m,06:31,3.3,448,52
72,UPSRTC - STD0356,Ordinary Non AC Seater 2+3,23:18,06h 45m,06:03,3.3,448,52
72,UPSRTC - KSB0088,Volvo AC Seater 2+2,23:26,05h 30m,04:56,3.3,844,25
72,UPSRTC - RKD0050,Shatabdi AC Seater 2+2,23:30,05h 30m,05:00,3.5,598,35
72,UPSRTC - KSB0919,Shatabdi AC Seater 2+2,23:35,05h 56m,05:31,3.3,598,37
72,UPSRTC - STD0144,Ordinary Non AC Seater 2+3,23:36,06h 40m,06:16,3.3,418,52
72,UPSRTC - BLY0105,Shatabdi AC Seater 2+2,23:51,04h 54m,04:45,3.7,598,33
72,UPSRTC - RPD0020,Ordinary Non AC Seater 2+3,23:55,06h 35m,06:30,3.3,413,52
72,UPSRTC - RKD0126,Shatabdi AC Seater 2+2,23:58,05h 02m,05:00,3.3,598,34
72,FlixBus,AC Seater (2+2),23:50,05h 30m,05:20,4.3,616.07,7
72,Vijay Tour and Travels,A/C Seater / Sleeper (2+1),20:00,06h 20m,02:20,4.1,674,15
72,SHRI RAM TRAVELS,A/C Seater (2+2),23:00,05h 35m,04:35,4,705,15
72,RS YADAV SMART BUS,A/C Seater / Sleeper (2+1),23:59,05h 56m,05:55,4,799,16
72,New Khaira Transport,A/C Seater / Sleeper (2+2),23:30,06h 30m,06:00,2,540,2
72,Rahul Travels,AshokLeyland Stile A/C,23:10,05h 50m,05:00,1.8,826,6
72,Jaiswal Tour and Travels,A/C Seater/Sleeper (2+1),22:15,05h 45m,04:00,1.6,800,15
72,Jaiswal Tour and Travels,A/C Sleeper (2+1),22:50,05h 45m,04:35,1,800,9
73,UPSRTC - BDV0108,Ordinary Non AC Seater 2+3,20:28,03h 21m,23:49,3.3,204,52
73,UPSRTC - BDV0100,Ordinary Non AC Seater 2+3,20:30,03h 20m,23:50,3.3,204,52
73,UPSRTC - MNP0146,Ordinary Non AC Seater 2+3,20:31,03h 08m,23:39,3.3,255,52
73,UPSRTC - SKD0223,Ordinary Non AC Seater 2+3,21:55,03h 25m,01:20,3.3,255,52
73,UPSRTC - KSN0189,Janrath AC Seater 2+3,22:45,03h 16m,02:01,3.3,291,47
73,UPSRTC - MNP0120,Ordinary Non AC Seater 2+3,23:40,02h 52m,02:32,3.3,255,52
74,UPSRTC - HDD0173,Ordinary Non AC Seater 2+3,20:16,04h 09m,00:25,3.3,226,52
74,UPSRTC - BDV0111,Ordinary Non AC Seater 2+3,20:29,03h 20m,23:49,3.3,204,52
74,UPSRTC - MNP0026,Ordinary Non AC Seater 2+3,21:31,02h 47m,00:18,3.3,255,52
74,UPSRTC - KSN0301,Ordinary Non AC Seater 2+3,22:15,03h 37m,01:52,3.3,255,52
74,UPSRTC - SKB0213,Ordinary Non AC Seater 2+3,22:29,04h 31m,03:00,3.3,253,52
74,UPSRTC - SKB0216,Ordinary Non AC Seater 2+3,22:44,03h 46m,02:30,3.3,253,52
74,UPSRTC - MNP0117,Ordinary Non AC Seater 2+3,23:30,03h 06m,02:36,3.3,255,52
75,UPSRTC - PYD0034,Volvo AC Seater 2+2,20:30,04h 30m,01:00,3.3,658,39
75,UPSRTC - RBL0018,Ordinary Non AC Seater 2+3,20:40,05h 00m,01:40,3.3,310,52
75,UPSRTC - AWD0035,Janrath AC Seater 2+3,21:00,05h 00m,02:00,1,396,48
75,UPSRTC - RBL0022,Ordinary Non AC Seater 2+3,21:20,05h 00m,02:20,3.3,310,52
75,UPSRTC - RBL0026,Ordinary Non AC Seater 2+3,22:00,05h 00m,03:00,3.3,310,52
75,UPSRTC - ALM0182,Volvo AC Seater 2+2,22:30,04h 30m,03:00,3.3,658,39
75,UPSRTC - RBL0030,Ordinary Non AC Seater 2+3,22:40,05h 00m,03:40,3.2,310,52
75,UPSRTC - AWD0201,Janrath AC Seater 2+3,23:00,05h 15m,04:15,3,396,42
75,UPSRTC - RBL0034,Ordinary Non AC Seater 2+3,23:20,05h 00m,04:20,2.9,310,52
75,ARORA TRAVELS,Volvo AC Seater (2+2),22:00,04h 45m,02:45,3,703,25
75,Mahalaxmi Travels,Bharat Benz A/C Seater /Sleeper (2+1),23:15,04h 30m,03:45,3,399,19
75,Goyal Travels,A/C Seater / Sleeper (2+1),23:49,04h 06m,03:55,2,600,12
76,UPSRTC - AWD0190,Janrath AC Seater 2+2,20:31,07h 59m,04:30,1.9,1183,36
76,UPSRTC - SBD0093,Janrath AC Seater 2+2,21:00,10h 00m,07:00,3.3,1134,34
76,UPSRTC - SBD0118,Pink Express AC Seater 2+2,21:01,09h 59m,07:00,3.3,1134,40
76,UPSRTC - CBG0128,Janrath AC Seater 2+2,21:31,09h 04m,06:35,3.3,1183,36
76,UPSRTC - AWD0189,Janrath AC Seater 2+2,22:01,07h 29m,05:30,3.5,1154,35
76,UPSRTC - SBD0114,Pink Express AC Seater 2+2,22:01,09h 59m,08:00,3.3,1134,40
76,UPSRTC - AWD0188,Janrath AC Seater 2+2,22:31,07h 59m,06:30,4,1183,36
76,UPSRTC - KSB0067,Janrath AC Seater 2+2,23:00,08h 45m,07:45,3.3,1183,36
76,UPSRTC - SBD0042,Janrath AC Seater 2+2,23:45,08h 15m,08:00,1.7,1183,36
76,IntrCity SmartBus,Bharat Benz A/C Seater /Sleeper (2+1),23:35,07h 45m,07:20,4.8,1069,11
76,IntrCity SmartBus,Bharat Benz A/C Seater /Sleeper (2+1),23:30,08h 15m,07:45,4.6,1029,13
76,Ashok Bus Service,VE A/C Sleeper (2+1),23:10,07h 30m,06:40,4.5,809,21
76,AdFouji travels,VE A/C Seater / Sleeper (2+1),22:30,07h 50m,06:20,4.5,1199,8
76,Ashok Bus Service,VE A/C Sleeper (2+1),22:30,07h 45m,06:15,4.4,809,24
76,Hare Rama Travels,A/C Seater/Sleeper (2+1),22:50,08h 00m,06:50,4.2,721,22
76,FlixBus,A/C Sleeper (2+1),22:15,08h 50m,07:05,5,1988.39,11
76,AdYolo Bus,Bharat Benz A/C Sleeper (2+1),22:45,08h 20m,07:05,5,1199,6
76,KISSAN TRAVELS PILANI,Bharat Benz A/C Seater /Sleeper (2+1),21:35,06h 45m,04:20,5,1519,35
76,FlixBus,Bharat Benz A/C Sleeper (2+1),23:20,08h 15m,07:35,4,1558.93,11
76,IntrCity SmartBus,VE A/C Seater / Sleeper (2+1),21:00,08h 15m,05:15,4.8,879,7
76,IntrCity SmartBus,VE A/C Seater / Sleeper (2+1),22:00,08h 15m,06:15,4.7,939,9
76,Raj Kalpana Travels Pvt.ltd.,A/C Seater/Sleeper (2+1),22:30,07h 00m,05:30,4.6,879,10
76,IntrCity SmartBus,Bharat Benz A/C Seater /Sleeper (2+1),23:55,07h 45m,07:40,4.7,969,10
76,IntrCity SmartBus,Bharat Benz A/C Seater /Sleeper (2+1),22:50,08h 15m,07:05,4.8,929,10
76,Gola Bus Service,VE A/C Seater / Sleeper (2+1),22:20,08h 40m,07:00,4.6,859,9
76,IntrCity SmartBus,Bharat Benz A/C Seater /Sleeper (2+1),22:40,07h 45m,06:25,4.7,909,6
76,IntrCity SmartBus,Bharat Benz A/C Seater /Sleeper (2+1),21:50,07h 45m,05:35,4.7,1559,1
76,IntrCity SmartBus,Bharat Benz A/C Seater /Sleeper (2+1),23:45,07h 50m,07:35,4.6,789,7
76,Laxmi holidays,Bharat Benz A/C Seater /Sleeper (2+1),22:00,08h 15m,06:15,4.6,786,8
76,IntrCity SmartBus,Bharat Benz A/C Seater /Sleeper (2+1),22:30,08h 15m,06:45,4.6,749,5
76,Laxmi holidays,Bharat Benz A/C Sleeper (2+1),21:40,09h 05m,06:45,4.5,950,8
76,Raj Kalpana Travels Pvt.ltd.,A/C Seater/Sleeper (2+1),22:00,07h 50m,05:50,4.5,809,8
76,IntrCity SmartBus,A/C Seater / Sleeper (2+1),21:40,07h 45m,05:25,4.6,1029,6
76,IntrCity SmartBus,Bharat Benz A/C Seater /Sleeper (2+1),20:40,08h 15m,04:55,4.6,1179,3
76,IntrCity SmartBus,Bharat Benz A/C Seater /Sleeper (2+1),21:20,08h 15m,05:35,4.5,859,5
76,BT Travels,A/C Seater / Sleeper (2+1),21:50,08h 30m,06:20,4.5,712,6
76,IntrCity SmartBus,Bharat Benz A/C Seater /Sleeper (2+1),22:20,08h 00m,06:20,4.6,1199,4
76,IntrCity SmartBus,Bharat Benz A/C Seater /Sleeper (2+1),21:30,08h 15m,05:45,4.5,939,9
76,Fouji travels,A/C Seater / Sleeper (2+1),22:10,07h 50m,06:00,4.4,1099,9
76,Zingbus Plus,Bharat Benz A/C Seater /Sleeper (2+1),22:00,09h 25m,07:25,4.4,763,6
76,IntrCity SmartBus,A/C Seater / Sleeper (2+1),23:00,08h 15m,07:15,4.5,799,8
76,IntrCity SmartBus,Bharat Benz A/C Seater /Sleeper (2+1),20:50,08h 35m,05:25,4.6,779,5
76,Gola Bus Service,VE A/C Sleeper (2+1),22:30,07h 50m,06:20,4.5,1599,2
76,Fouji travels,A/C Seater / Sleeper (2+1),23:00,08h 00m,07:00,4.1,1199,2
76,IntrCity SmartBus,A/C Semi Sleeper / Sleeper (2+1),23:15,08h 30m,07:45,4.4,969,7
76,VGO BUS,A/C Seater/Sleeper (2+1),22:30,08h 30m,07:00,4.3,999,2
76,IntrCity SmartBus,Bharat Benz A/C Seater /Sleeper (2+1),22:40,07h 25m,06:05,4.5,1216,1
76,IntrCity SmartBus,A/C Seater / Sleeper (2+1),23:40,08h 20m,08:00,4.4,949,1
76,Laxmi holidays,Bharat Benz A/C Seater /Sleeper (2+1),22:55,07h 25m,06:20,4.5,1306,1
76,IntrCity SmartBus,A/C Sleeper (2+1),21:10,08h 05m,05:15,4.7,1069,4
76,IntrCity SmartBus,A/C Seater / Sleeper (2+1),20:30,08h 15m,04:45,4.8,1019,7
76,FlixBus,Bharat Benz A/C Seater (2+2),23:50,08h 40m,08:30,4,2112.5,2
76,SAFAR EXPRESS PVT LTD,A/C Seater / Sleeper (2+1),21:05,08h 15m,05:20,3.7,799,14
76,SAFAR EXPRESS PVT LTD,AC Sleeper (2+1),22:30,07h 45m,06:15,3.5,1099,20
76,Khajuraho Travels,A/C Sleeper (2+1),23:46,08h 20m,08:06,3.8,1546,3
76,Arhaan Travels,A/C Seater / Sleeper (2+1),21:20,08h 15m,05:35,2.8,854,19
76,International Tourist Centre,VE A/C Seater / Sleeper (2+1),22:30,09h 00m,07:30,2.9,1299,37
76,Krishna Travels,A/C Seater/Sleeper (2+1),23:10,07h 05m,06:15,2,1599,1
76,Shri Rishabh Travels,AC Sleeper (2+1),23:23,07h 03m,06:26,2.6,1429,1
76,SHRI KRISHNA TRAVELS (JAI SHREE GANESH YATRA CO.),A/C Sleeper (2+2),20:30,07h 00m,03:30,2,999,4
77,UPSRTC - HDD0173,Ordinary Non AC Seater 2+3,20:16,06h 24m,02:40,3.3,482,52
77,UPSRTC - FKP0021,Ordinary Non AC Seater 2+3,21:30,09h 00m,06:30,3.3,512,52
