bus_no,bus_name,bus_type,departing_time,duration,reaching_time,star_rating,price,seat_availability
26,Travel Point,A/C Seater / Sleeper (2+2),21:00,06h 21m,03:21,3.2,1099,50
26,Golden Temple Volvo Bus Service,A/C Seater / Sleeper (2+2),23:40,07h 35m,07:15,2.1,561,42
26,Ashok Bus Service,A/C Seater / Sleeper (2+2),23:35,08h 40m,08:15,1.3,719,37
26,RK Holiday,A/C Seater / Sleeper (2+2),19:10,07h 00m,02:10,2.1,496,30
26,Big Bus,A/C Seater / Sleeper (2+2),21:50,05h 40m,03:30,2.1,595,39
26,CAPITAL HOLIDAYS,A/C Seater / Sleeper (2+2),20:30,07h 30m,04:00,1.5,699,36
26,Goel Tourist (Regd),A/C Seater / Sleeper (2+2),21:40,07h 00m,04:40,1,600,44
26,CALL2TRIP,A/C Seater / Sleeper (2+2),22:38,07h 02m,05:40,1,699,28
27,PEPSU (Punjab) - 67103,AC Seater Hvac 2+2,22:30,05h 30m,04:00,3.2,454,29
28,PEPSU (Punjab) - 67128,Volvo AC Seater (2+2),20:50,08h 00m,04:50,4.3,997,37
28,PEPSU (Punjab) - 67128,Volvo AC Seater (2+2),20:50,07h 00m,03:50,4.5,873,36
28,PEPSU (Punjab) - 67164,Volvo AC Seater (2+2),21:50,08h 00m,05:50,4.2,997,25
28,PEPSU (Punjab) - 67164,Volvo AC Seater (2+2),21:50,05h 59m,03:49,3.9,873,25
28,Zingbus Plus,Bharat Benz A/C Seater /Sleeper (2+1),23:50,06h 50m,06:40,4.6,756,10
28,IntrCity SmartBus,A/C Seater / Sleeper (2+1),22:55,05h 40m,04:35,4.7,719,6
28,Yolo Bus,VE A/C Seater / Sleeper (2+1),22:27,05h 51m,04:18,4.5,600,9
28,IntrCity SmartBus,A/C Seater / Sleeper (2+1),22:20,06h 10m,04:30,4.5,559,7
28,Laxmi holidays,VE A/C Sleeper (2+1),23:55,06h 50m,06:45,4.3,660,6
28,NueGo,Electric A/C Seater (2+2),23:15,05h 50m,05:05,3.9,400,1
28,New Navyug Travels,A/C Sleeper (2+1),23:00,06h 30m,05:30,4.2,675,13
28,IntrCity SmartBus,A/C Seater / Sleeper (2+1),23:50,05h 50m,05:40,4.9,529,11
28,Golden Temple Express Volvo,Volvo Multi-Axle A/C Semi Sleeper (2+2),23:58,06h 22m,06:20,3.6,699,24
28,Golden Temple Express Volvo,A/C Seater / Sleeper (2+2),23:30,06h 00m,05:30,4,749,3
28,IntrCity SmartBus,VE A/C Seater / Sleeper (2+1),23:05,06h 00m,05:05,3.8,719,11
28,ADTC tour and Travels,Bharat Benz A/C Seater /Sleeper (2+1),23:55,05h 20m,05:15,3.2,600,9
28,IntrCity SmartBus,Bharat Benz A/C Seater /Sleeper (2+1),23:40,06h 00m,05:40,2.6,499,8
28,Golden Temple Express Volvo,A/C Seater / Sleeper (2+2),23:59,06h 31m,06:30,1.8,749,6
28,ADTC tour and Travels,Volvo Multi-Axle I-Shift B11R Semi Sleeper (2+2),23:40,05h 30m,05:10,2.2,600,20
28,Golden Temple Express Volvo,A/C Seater / Sleeper (2+2),23:58,06h 52m,06:50,5,799,4
28,Golden Temple Express Volvo,Volvo Multi-Axle A/C Semi Sleeper (2+2),23:58,06h 07m,06:05,5,699,22
28,NueGo,Electric A/C Seater (2+2),00:05,05h 50m,05:55,3.2,367,21
28,Armaan Tour & Travels,A/C Seater / Sleeper (2+1),22:50,07h 10m,06:00,3.3,499,10
28,Classic Travels,A/C Seater / Sleeper (2+2),23:55,07h 00m,06:55,2.9,389,34
28,Classic Travels,A/C Seater / Sleeper (2+2),23:30,07h 00m,06:30,2.1,389,37
28,Travel Point,A/C Seater / Sleeper (2+2),23:25,05h 55m,05:20,1.5,999,30
28,Deltin Travels,Bharat Benz A/C Seater /Sleeper (2+1),21:40,08h 50m,06:30,3.5,599,29
28,Indo Canadian Transport Company,Mercedes A/C Semi Sleeper (2+2),23:29,07h 31m,07:00,3.5,3300,40
28,Deltin Travels,Bharat Benz A/C Seater /Sleeper (2+1),23:25,30h 55m,06:20,3.5,700,25
29,RSRTC - 156675,Express Non AC Seater 2+3,22:30,06h 45m,05:15,2.2,436,37
29,Laxmi holidays,Bharat Benz A/C Seater /Sleeper (2+1),22:20,06h 40m,05:00,4.6,484,13
29,Zingbus Plus,Scania A/C Semi Sleeper (2+2),22:30,07h 05m,05:35,4.6,333,30
29,AdGolden Temple Volvo Bus Service,A/C Seater / Sleeper (2+2),23:40,05h 20m,05:00,3.1,686,42
29,Laxmi holidays,Bharat Benz A/C Seater /Sleeper (2+1),23:00,07h 00m,06:00,4.5,459,19
29,Laxmi holidays,Bharat Benz A/C Sleeper (2+1),23:30,07h 00m,06:30,4.5,600,16
29,Laxmi holidays,Bharat Benz A/C Sleeper (2+1),23:40,07h 00m,06:40,4.4,599,15
29,Yolo Bus,Bharat Benz A/C Sleeper (2+1),23:05,05h 39m,04:44,4.6,600,12
29,IntrCity SmartBus,Bharat Benz A/C Seater /Sleeper (2+1),20:30,06h 40m,03:10,4.3,529,5
29,IntrCity SmartBus,Bharat Benz A/C Seater /Sleeper (2+1),21:00,07h 10m,04:10,4.7,549,9
29,Zingbus Plus,Bharat Benz A/C Seater /Sleeper (2+1),20:00,07h 00m,03:00,4.6,490,16
29,Zingbus Plus,Bharat Benz A/C Seater /Sleeper (2+1),22:05,06h 50m,04:55,4.9,549,10
29,Golden Temple Express Volvo,Volvo Multi-Axle A/C Semi Sleeper (2+2),23:05,06h 16m,05:21,4.1,699,29
29,Yolo Bus,VE A/C Seater / Sleeper (2+1),22:31,06h 30m,05:01,4,660,7
29,Royal Safari India Travels,A/C Seater / Sleeper (2+2),22:30,06h 30m,05:00,,665.71,37
29,Golden Temple Express Volvo,A/C Seater / Sleeper (2+2),23:13,06h 22m,05:35,3.8,599,5
29,Golden Temple Express Volvo,A/C Seater / Sleeper (2+2),23:25,06h 20m,05:45,4,649,7
29,NueGo,Electric A/C Seater (2+2),23:50,06h 25m,06:15,3,300,19
29,Zingbus Plus,A/C Sleeper (2+1),21:35,06h 50m,04:25,4.7,545,18
29,IntrCity SmartBus,A/C Seater / Sleeper (2+1),23:20,06h 05m,05:25,4.6,539,10
29,New Navyug Travels,A/C Sleeper (2+1),22:45,05h 45m,04:30,3.5,675,20
29,IntrCity SmartBus,Bharat Benz A/C Seater /Sleeper (2+1),22:30,07h 30m,06:00,3.7,609,7
29,NueGo,Electric A/C Seater (2+2),23:00,06h 25m,05:25,2.9,350,15
29,IntrCity SmartBus,VE A/C Seater / Sleeper (2+1),22:30,07h 35m,06:05,4.2,679,9
29,Golden Temple Express Volvo,Volvo Multi-Axle A/C Semi Sleeper (2+2),23:05,06h 06m,05:11,4.1,699,24
29,Bhawani Travels,A/C Seater / Sleeper (2+2),22:00,07h 15m,05:15,3.9,449,33
29,FlixBus,Bharat Benz A/C Sleeper (2+1),21:45,06h 35m,04:20,4.3,504.46,8
29,FlixBus,Bharat Benz A/C Sleeper (2+1),23:00,06h 55m,05:55,4.3,1377.68,1
29,IntrCity SmartBus,A/C Seater / Sleeper (2+1),22:00,08h 10m,06:10,3.8,679,7
29,IntrCity SmartBus,A/C Seater / Sleeper (2+1),23:30,06h 30m,06:00,4,519,9
29,NueGo,Electric A/C Seater (2+2),22:00,06h 40m,04:40,3.5,400,9
29,Classic Travels,A/C Seater / Sleeper (2+2),22:00,07h 00m,05:00,3.5,599,15
29,ADTC tour and Travels,Volvo Multi-Axle I-Shift B11R Semi Sleeper (2+2),22:25,05h 35m,04:00,3.2,600,27
29,Banjara Satguru Travels,A/C Seater / Sleeper (2+2),23:40,05h 30m,05:10,2.4,599,35
29,Muskan Tour And Travels private Limited,Volvo Multi-Axle I-Shift B11R Semi Sleeper (2+2),22:40,05h 20m,04:00,2.1,699,29
29,Golden Temple Express Volvo,A/C Seater / Sleeper (2+2),23:05,05h 56m,05:01,2.6,599,13
29,K.S Travels,A/C Semi Sleeper / Sleeper (2+2),23:00,06h 45m,05:45,4,700,38
29,Zingbus Plus,Scania A/C Semi Sleeper (2+2),20:00,09h 35m,05:35,1,1005,28
29,ADTC tour and Travels,Bharat Benz A/C Seater /Sleeper (2+1),22:40,05h 20m,04:00,4,499,17
29,Yolo Bus,VE A/C Seater / Sleeper (2+1),23:50,05h 54m,05:44,4,450,17
29,NEW KING BUS SERVICE,A/C Seater / Sleeper (2+2),22:50,05h 45m,04:35,3.4,499,34
29,New National Travels,A/C Seater / Sleeper (2+2),23:00,06h 00m,05:00,2.1,499,29
29,Indo Canadian Transport Company,Volvo A/C Sleeper (2+1),22:00,08h 15m,06:15,5,3850,34
29,Indo Canadian Transport Company,Mercedes A/C Semi Sleeper (2+2),23:30,08h 15m,07:45,3.5,3300,51
29,ADTC tour and Travels,Bharat Benz A/C Seater / Sleeper (2+2),22:30,05h 25m,03:55,3.4,600,19
29,Travel Point,A/C Seater / Sleeper (2+2),21:00,05h 21m,02:21,3.2,1099,50
29,Banjara Satguru Travels,A/C Seater / Sleeper (2+1),22:40,06h 06m,04:46,3,699,35
29,CALL2TRIP,A/C Seater / Sleeper (2+2),22:40,06h 00m,04:40,1.6,699,28
29,Golden Temple Volvo Bus Service,A/C Seater / Sleeper (2+1),23:20,06h 25m,05:45,1.5,586,41
29,SHAH HOLIDAY TRAVEL,VE A/C Seater / Sleeper (2+2),22:30,06h 00m,04:30,1,799,50
30,Laxmi holidays,Bharat Benz A/C Seater /Sleeper (2+1),21:05,07h 40m,04:45,4.6,485,9
30,Yolo Bus,VE A/C Seater / Sleeper (2+1),23:26,06h 50m,06:16,4.6,500,2
30,Zingbus Plus,Scania A/C Semi Sleeper (2+2),22:55,08h 30m,07:25,4.6,386,29
30,IntrCity SmartBus,Bharat Benz A/C Seater /Sleeper (2+1),22:45,06h 30m,05:15,4.5,499,10
30,Zingbus Plus,Bharat Benz A/C Seater /Sleeper (2+1),22:35,08h 05m,06:40,4.6,756,11
30,Laxmi holidays,Bharat Benz A/C Sleeper (2+1),23:25,07h 35m,07:00,4.4,600,5
30,Yolo Bus,VE A/C Seater / Sleeper (2+1),21:11,07h 07m,04:18,4.6,600,7
30,Laxmi holidays,VE A/C Sleeper (2+1),23:05,07h 40m,06:45,4.5,647,6
30,Golden Temple Express Volvo,Volvo Multi-Axle A/C Semi Sleeper (2+2),23:30,06h 50m,06:20,4.4,699,24
30,Laxmi holidays,Bharat Benz A/C Sleeper (2+1),23:55,07h 35m,07:30,4.3,877,4
30,Laxmi holidays,Bharat Benz A/C Seater /Sleeper (2+1),22:35,07h 45m,06:20,4.3,485,10
30,IntrCity SmartBus,A/C Seater / Sleeper (2+1),21:00,07h 30m,04:30,4.4,559,7
30,New Navyug Travels,A/C Sleeper (2+1),21:50,07h 40m,05:30,3.9,675,13
30,IntrCity SmartBus,A/C Seater / Sleeper (2+1),21:30,07h 05m,04:35,4.1,719,6
30,RS YADAV SMART BUS,Volvo Multi Axle B11R AC Seater\Sleeper (2+1),23:10,06h 40m,05:50,4.2,599,16
30,IntrCity SmartBus,Bharat Benz A/C Seater /Sleeper (2+1),22:35,07h 05m,05:40,4.1,499,8
30,Golden Temple Express Volvo,A/C Seater / Sleeper (2+2),22:30,07h 00m,05:30,3.6,749,2
30,Muskan Tour And Travels private Limited,Volvo Multi-Axle I-Shift B11R Semi Sleeper (2+2),23:10,06h 20m,05:30,4.3,699,23
30,ADTC tour and Travels,Volvo Multi-Axle I-Shift B11R Semi Sleeper (2+2),22:40,06h 30m,05:10,3.6,600,19
30,IntrCity SmartBus,VE A/C Seater / Sleeper (2+1),21:50,07h 15m,05:05,4.2,719,11
30,FlixBus,Bharat Benz A/C Sleeper (2+1),23:30,07h 40m,07:10,4.5,683.93,10
30,IntrCity SmartBus,A/C Seater / Sleeper (2+1),23:55,06h 25m,06:20,4.7,709,1
30,IntrCity SmartBus,A/C Seater / Sleeper (2+1),22:30,07h 10m,05:40,4.6,529,11
30,Golden Temple Express Volvo,Volvo Multi-Axle A/C Semi Sleeper (2+2),23:30,06h 35m,06:05,4.5,699,22
30,Golden Temple Express Volvo,A/C Seater / Sleeper (2+2),23:54,06h 36m,06:30,3.3,749,6
30,Golden Temple Express Volvo,A/C Seater / Sleeper (2+2),23:50,07h 00m,06:50,4.6,799,4
30,IntrCity SmartBus,Bharat Benz A/C Seater /Sleeper (2+1),23:10,06h 35m,05:45,3.8,539,6
30,Khurana Bus Service,Volvo A/C (2+2),18:50,07h 50m,02:40,2.5,980,7
30,ADTC tour and Travels,Bharat Benz A/C Seater /Sleeper (2+1),23:10,06h 05m,05:15,2.6,600,9
30,NueGo,Electric A/C Seater (2+2),23:45,08h 40m,08:25,3.6,441,34
30,Banjara Satguru Travels,A/C Seater / Sleeper (2+2),23:40,07h 15m,06:55,2.7,599,28
30,Indo Canadian Transport Company,Mercedes A/C Semi Sleeper (2+2),22:00,09h 00m,07:00,5,3300,40
30,K.S Travels,A/C Semi Sleeper / Sleeper (2+2),23:45,06h 45m,06:30,2.4,600,8
30,Bhawani Travels,A/C Seater / Sleeper (2+2),23:00,07h 10m,06:10,2,500,1
30,Banjara Satguru Travels,A/C Seater / Sleeper (2+2),23:50,06h 50m,06:40,2.2,699,38
30,SHREE SATGURU TRAVELS,A/C Seater / Sleeper (2+2),23:40,06h 35m,06:15,1.4,649,28
30,SHREE SATGURU TRAVELS,A/C Seater / Sleeper (2+2),23:30,06h 35m,06:05,1.4,749,24
30,Deltin Travels,Bharat Benz A/C Seater /Sleeper (2+1),22:35,07h 55m,06:30,1,599,31
30,Deltin Travels,Bharat Benz A/C Seater /Sleeper (2+1),22:35,31h 45m,06:20,1,700,25
31,PEPSU (Punjab) - 67103,AC Seater Hvac 2+2,22:30,05h 30m,04:00,3.2,454,29
32,PEPSU (Punjab) - 67104,AC Seater Hvac 2+2,22:30,05h 01m,03:31,2.9,454,29
33,RSRTC - 156675,Express Non AC Seater 2+3,22:30,06h 45m,05:15,2.2,436,37
33,Laxmi holidays,Bharat Benz A/C Seater /Sleeper (2+1),22:20,06h 40m,05:00,4.6,484,13
33,Yolo Bus,Bharat Benz A/C Sleeper (2+1),23:05,05h 39m,04:44,4.6,600,12
33,Laxmi holidays,Bharat Benz A/C Sleeper (2+1),23:40,07h 00m,06:40,4.4,569,15
33,Laxmi holidays,Bharat Benz A/C Sleeper (2+1),23:30,07h 00m,06:30,4.5,570,16
33,Laxmi holidays,Bharat Benz A/C Seater /Sleeper (2+1),23:00,07h 00m,06:00,4.5,459,19
33,Zingbus Plus,Scania A/C Semi Sleeper (2+2),22:30,07h 05m,05:35,4.6,291,30
33,Zingbus Plus,Bharat Benz A/C Seater /Sleeper (2+1),21:50,07h 05m,04:55,4.9,480,10
33,Zingbus Plus,A/C Sleeper (2+1),21:35,06h 50m,04:25,4.7,477,18
33,Golden Temple Express Volvo,Volvo Multi-Axle A/C Semi Sleeper (2+2),23:05,06h 16m,05:21,4.1,599,29
33,Yolo Bus,VE A/C Seater / Sleeper (2+1),22:31,06h 30m,05:01,4,660,7
33,Zingbus Plus,Bharat Benz A/C Seater /Sleeper (2+1),20:00,07h 00m,03:00,4.6,429,16
33,Yolo Bus,VE A/C Seater / Sleeper (2+1),23:50,05h 54m,05:44,4,450,17
33,Golden Temple Express Volvo,Volvo Multi-Axle A/C Semi Sleeper (2+2),23:05,06h 06m,05:11,4.1,599,24
33,IntrCity SmartBus,Bharat Benz A/C Seater /Sleeper (2+1),20:30,06h 40m,03:10,4.3,529,5
33,FlixBus,Bharat Benz A/C Sleeper (2+1),21:45,06h 35m,04:20,4.3,504.46,8
33,New Navyug Travels,A/C Sleeper (2+1),22:00,06h 30m,04:30,3.5,608,20
33,IntrCity SmartBus,A/C Seater / Sleeper (2+1),23:30,06h 30m,06:00,4,519,9
33,Golden Temple Express Volvo,A/C Seater / Sleeper (2+2),23:10,06h 35m,05:45,4,549,7
33,IntrCity SmartBus,A/C Seater / Sleeper (2+1),23:20,06h 05m,05:25,4.6,539,10
33,FlixBus,Bharat Benz A/C Sleeper (2+1),23:00,06h 55m,05:55,4.3,1377.68,1
33,ADTC tour and Travels,Bharat Benz A/C Seater /Sleeper (2+1),22:40,05h 20m,04:00,4,499,17
33,IntrCity SmartBus,Bharat Benz A/C Seater /Sleeper (2+1),21:00,07h 10m,04:10,4.7,549,9
33,Golden Temple Express Volvo,A/C Seater / Sleeper (2+2),23:13,06h 22m,05:35,3.8,499,5
33,K.S Travels,A/C Semi Sleeper / Sleeper (2+2),23:00,06h 45m,05:45,4,700,38
33,Bhawani Travels,A/C Seater / Sleeper (2+2),22:00,07h 15m,05:15,3.9,449,33
33,IntrCity SmartBus,VE A/C Seater / Sleeper (2+1),23:45,06h 20m,06:05,4.2,679,9
33,NueGo,Electric A/C Seater (2+2),22:00,06h 40m,04:40,3.5,380,9
33,New National Travels,A/C Seater / Sleeper (2+2),23:00,06h 00m,05:00,2.1,449,29
33,NueGo,Electric A/C Seater (2+2),23:50,06h 25m,06:15,3,285,19
33,Classic Travels,A/C Seater / Sleeper (2+2),22:00,07h 00m,05:00,3.5,599,15
33,Golden Temple Volvo Bus Service,A/C Seater / Sleeper (2+1),23:20,06h 25m,05:45,1.5,461,41
33,Banjara Satguru Travels,A/C Seater / Sleeper (2+1),23:15,05h 31m,04:46,3,629,35
33,ADTC tour and Travels,Volvo Multi-Axle I-Shift B11R Semi Sleeper (2+2),22:25,05h 35m,04:00,3.2,600,27
33,Travel Point,A/C Seater / Sleeper (2+2),21:00,05h 21m,02:21,3.2,1099,50
33,NEW KING BUS SERVICE,A/C Seater / Sleeper (2+2),23:00,05h 35m,04:35,3.4,499,34
33,ADTC tour and Travels,Bharat Benz A/C Seater / Sleeper (2+2),22:30,05h 25m,03:55,3.4,600,19
33,Banjara Satguru Travels,A/C Seater / Sleeper (2+2),23:55,05h 15m,05:10,2.4,599,35
33,Golden Temple Volvo Bus Service,A/C Seater / Sleeper (2+2),23:40,05h 20m,05:00,3.1,561,42
33,IntrCity SmartBus,Bharat Benz A/C Seater /Sleeper (2+1),23:15,06h 45m,06:00,3.7,609,7
33,IntrCity SmartBus,A/C Seater / Sleeper (2+1),23:05,07h 05m,06:10,3.8,679,7
33,Indo Canadian Transport Company,Mercedes A/C Semi Sleeper (2+2),23:30,08h 15m,07:45,3.5,3300,51
33,Golden Temple Express Volvo,A/C Seater / Sleeper (2+2),23:05,05h 56m,05:01,2.6,499,13
33,NueGo,Electric A/C Seater (2+2),23:00,06h 25m,05:25,2.9,285,15
33,SHAH HOLIDAY TRAVEL,VE A/C Seater / Sleeper (2+2),22:30,06h 00m,04:30,1,799,50
33,Royal Safari India Travels,A/C Seater / Sleeper (2+2),22:30,06h 30m,05:00,,566,37
33,CALL2TRIP,A/C Seater / Sleeper (2+2),22:38,06h 02m,04:40,1.6,699,28
33,Muskan Tour And Travels private Limited,Volvo Multi-Axle I-Shift B11R Semi Sleeper (2+2),22:40,05h 20m,04:00,2.1,599,29
33,Zingbus Plus,Scania A/C Semi Sleeper (2+2),20:00,09h 35m,05:35,1,1148,28
34,Yolo Bus,VE A/C Seater / Sleeper (2+1),22:27,05h 51m,04:18,4.5,600,9
34,Laxmi holidays,VE A/C Sleeper (2+1),23:55,06h 50m,06:45,4.3,627,6
34,IntrCity SmartBus,A/C Seater / Sleeper (2+1),23:50,05h 50m,05:40,4.9,529,11
34,AdArmaan Tour & Travels,A/C Seater / Sleeper (2+1),22:50,07h 10m,06:00,3.3,462,10
34,New Navyug Travels,A/C Sleeper (2+1),23:00,06h 30m,05:30,4.2,608,13
34,IntrCity SmartBus,A/C Seater / Sleeper (2+1),22:20,06h 10m,04:30,4.5,579,7
34,IntrCity SmartBus,A/C Seater / Sleeper (2+1),22:55,05h 40m,04:35,4.7,719,7
34,AdDeltin Travels,Bharat Benz A/C Seater /Sleeper (2+1),21:40,08h 50m,06:30,3.5,599,29
34,Golden Temple Express Volvo,A/C Seater / Sleeper (2+2),23:58,06h 52m,06:50,5,699,4
34,Zingbus Plus,Bharat Benz A/C Seater /Sleeper (2+1),23:50,06h 50m,06:40,4.6,662,10
34,Golden Temple Express Volvo,Volvo Multi-Axle A/C Semi Sleeper (2+2),23:58,06h 07m,06:05,5,599,22
34,Golden Temple Express Volvo,A/C Seater / Sleeper (2+2),23:59,06h 31m,06:30,1.8,649,6
34,NueGo,Electric A/C Seater (2+2),23:15,05h 50m,05:05,3.9,380,1
34,NueGo,Electric A/C Seater (2+2),00:05,05h 50m,05:55,3.2,349,21
34,ADTC tour and Travels,Bharat Benz A/C Seater /Sleeper (2+1),23:55,05h 20m,05:15,3.2,600,9
34,Golden Temple Express Volvo,A/C Seater / Sleeper (2+2),23:30,06h 00m,05:30,4,649,3
34,IntrCity SmartBus,VE A/C Seater / Sleeper (2+1),23:05,06h 00m,05:05,3.8,719,11
34,Golden Temple Express Volvo,Volvo Multi-Axle A/C Semi Sleeper (2+2),23:58,06h 22m,06:20,3.6,599,24
34,Deltin Travels,Bharat Benz A/C Seater /Sleeper (2+1),23:25,30h 55m,06:20,3.5,700,25
34,Indo Canadian Transport Company,Mercedes A/C Semi Sleeper (2+2),23:29,07h 31m,07:00,3.5,3300,40
34,Classic Travels,A/C Seater / Sleeper (2+2),23:30,07h 00m,06:30,2.1,389,37
34,Classic Travels,A/C Seater / Sleeper (2+2),23:55,07h 00m,06:55,2.9,389,34
34,IntrCity SmartBus,Bharat Benz A/C Seater /Sleeper (2+1),23:40,06h 00m,05:40,2.6,489,8
34,ADTC tour and Travels,Volvo Multi-Axle I-Shift B11R Semi Sleeper (2+2),23:40,05h 30m,05:10,2.2,600,20
34,Travel Point,A/C Seater / Sleeper (2+2),23:25,05h 55m,05:20,1.5,999,30
35,Laxmi holidays,Bharat Benz A/C Seater /Sleeper (2+1),21:05,07h 40m,04:45,4.6,485,9
35,Laxmi holidays,Bharat Benz A/C Seater /Sleeper (2+1),22:35,07h 45m,06:20,4.3,485,10
35,Laxmi holidays,VE A/C Sleeper (2+1),23:05,07h 40m,06:45,4.5,599,6
35,Zingbus Plus,Scania A/C Semi Sleeper (2+2),22:55,08h 30m,07:25,4.6,338,29
35,IntrCity SmartBus,A/C Seater / Sleeper (2+1),21:00,07h 30m,04:30,4.4,579,7
35,Yolo Bus,VE A/C Seater / Sleeper (2+1),21:11,07h 07m,04:18,4.6,600,7
35,Golden Temple Express Volvo,Volvo Multi-Axle A/C Semi Sleeper (2+2),23:30,06h 35m,06:05,4.5,599,19
35,IntrCity SmartBus,Bharat Benz A/C Seater /Sleeper (2+1),22:45,06h 30m,05:15,4.5,489,10
35,IntrCity SmartBus,A/C Seater / Sleeper (2+1),22:30,07h 10m,05:40,4.6,529,11
35,Yolo Bus,VE A/C Seater / Sleeper (2+1),23:26,06h 50m,06:16,4.6,600,1
35,IntrCity SmartBus,VE A/C Seater / Sleeper (2+1),21:50,07h 15m,05:05,4.2,719,11
35,Muskan Tour And Travels private Limited,Volvo Multi-Axle I-Shift B11R Semi Sleeper (2+2),23:10,06h 20m,05:30,4.3,599,19
35,Laxmi holidays,Bharat Benz A/C Sleeper (2+1),23:25,07h 35m,07:00,4.4,570,5
35,Zingbus Plus,Bharat Benz A/C Seater /Sleeper (2+1),22:35,08h 05m,06:40,4.6,662,11
35,Golden Temple Express Volvo,Volvo Multi-Axle A/C Semi Sleeper (2+2),23:30,06h 50m,06:20,4.4,599,24
35,IntrCity SmartBus,Bharat Benz A/C Seater /Sleeper (2+1),22:35,07h 05m,05:40,4.1,489,8
35,Indo Canadian Transport Company,Mercedes A/C Semi Sleeper (2+2),22:00,09h 00m,07:00,5,3300,40
35,Laxmi holidays,Bharat Benz A/C Sleeper (2+1),23:55,07h 35m,07:30,4.3,833,4
35,IntrCity SmartBus,A/C Seater / Sleeper (2+1),23:55,06h 25m,06:20,4.7,709,1
35,FlixBus,Bharat Benz A/C Sleeper (2+1),23:30,07h 40m,07:10,4.5,683.93,10
35,RS YADAV SMART BUS,Volvo Multi Axle B11R AC Seater\Sleeper (2+1),23:10,06h 40m,05:50,4.2,599,16
35,IntrCity SmartBus,A/C Seater / Sleeper (2+1),21:30,07h 05m,04:35,4.1,719,7
35,Golden Temple Express Volvo,A/C Seater / Sleeper (2+2),23:50,07h 00m,06:50,4.6,699,4
35,ADTC tour and Travels,Volvo Multi-Axle I-Shift B11R Semi Sleeper (2+2),22:40,06h 30m,05:10,3.6,600,19
35,Golden Temple Express Volvo,A/C Seater / Sleeper (2+2),23:54,06h 36m,06:30,3.3,649,6
35,New Navyug Travels,A/C Sleeper (2+1),21:50,07h 40m,05:30,3.9,608,13
35,IntrCity SmartBus,Bharat Benz A/C Seater /Sleeper (2+1),23:10,06h 35m,05:45,3.8,539,5
35,Golden Temple Express Volvo,A/C Seater / Sleeper (2+2),22:30,07h 00m,05:30,3.6,649,2
35,NueGo,Electric A/C Seater (2+2),23:45,08h 40m,08:25,3.6,419,34
35,ADTC tour and Travels,Bharat Benz A/C Seater /Sleeper (2+1),23:10,06h 05m,05:15,2.6,600,9
35,Deltin Travels,Bharat Benz A/C Seater /Sleeper (2+1),22:35,31h 45m,06:20,1,700,25
35,Banjara Satguru Travels,A/C Seater / Sleeper (2+2),23:40,07h 15m,06:55,2.7,599,28
35,Deltin Travels,Bharat Benz A/C Seater /Sleeper (2+1),22:35,07h 55m,06:30,1,599,31
35,K.S Travels,A/C Semi Sleeper / Sleeper (2+2),23:45,06h 45m,06:30,2.4,600,8
35,SHREE SATGURU TRAVELS,A/C Seater / Sleeper (2+2),23:30,06h 35m,06:05,1.4,749,24
35,SHREE SATGURU TRAVELS,A/C Seater / Sleeper (2+2),23:40,06h 35m,06:15,1.4,649,28
35,Banjara Satguru Travels,A/C Seater / Sleeper (2+2),23:50,06h 50m,06:40,2.2,629,38
36,PEPSU (Punjab) - 67121,Volvo AC Seater (2+2),21:00,09h 20m,06:20,3.3,1169,38
36,PEPSU (Punjab) - 67121,Volvo AC Seater (2+2),21:50,08h 30m,06:20,3.6,1045,37
36,PEPSU (Punjab) - 67064,Volvo AC Seater (2+2),23:58,09h 00m,08:58,2.3,1169,38
36,New Navyug Travels,A/C Sleeper (2+1),22:00,08h 10m,06:10,4.1,608,19
36,Laxmi holidays,Bharat Benz A/C Seater /Sleeper (2+1),22:20,07h 35m,05:55,4.6,484,13
36,ADTC tour and Travels,Volvo Multi-Axle I-Shift B11R Semi Sleeper (2+2),22:25,06h 35m,05:00,4.4,600,27
36,AdBhawani Travels,A/C Seater / Sleeper (2+2),22:00,08h 00m,06:00,3.9,449,38
36,Laxmi holidays,Bharat Benz A/C Sleeper (2+1),23:40,08h 20m,08:00,4.6,569,15
36,Golden Temple Express Volvo,A/C Seater / Sleeper (2+2),23:13,06h 57m,06:10,4,499,5
36,Laxmi holidays,Bharat Benz A/C Seater /Sleeper (2+1),23:00,08h 30m,07:30,4.5,459,19
36,AdIntrCity SmartBus,A/C Seater / Sleeper (2+1),23:30,07h 15m,06:45,3.6,519,7
36,Zingbus Plus,Bharat Benz A/C Seater /Sleeper (2+1),21:50,08h 15m,06:05,4.8,480,10
36,IntrCity SmartBus,A/C Seater / Sleeper (2+1),23:20,07h 20m,06:40,4.6,539,10
36,Yolo Bus,VE A/C Seater / Sleeper (2+1),22:31,07h 44m,06:15,4.2,659,9
36,Zingbus Plus,Bharat Benz A/C Seater /Sleeper (2+1),20:00,08h 05m,04:05,4.4,445,16
36,Laxmi holidays,Bharat Benz A/C Seater /Sleeper (2+1),22:00,08h 10m,06:10,4.3,461,11
36,Laxmi holidays,Bharat Benz A/C Sleeper (2+1),23:30,08h 30m,08:00,4.5,570,16
36,Yolo Bus,Bharat Benz A/C Sleeper (2+1),23:05,06h 44m,05:49,4.5,640,12
